shuffle	jackknife	query	spec	pid	prediCAT	forced_prediCAT	snn	asm	asm_matches
jk10	k9_as_query	BGC0000369_AHZ20781-1_1540_mod2_thr	thr	100	thr	thr	0.868933108333776	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk10	k9_as_query	BGC0000369_AHZ20781-1_1540_mod2_thr	thr	100	thr	thr	0.868933108333776	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk10	k9_as_query	BGC0000371_BAH31686-1_4563_mod4_horn	horn	49.37	no_confident_result	no_confident_result	0	horn	9
jk10	k9_as_query	BGC0000371_BAH31686-1_4563_mod4_horn	horn	49.37	no_confident_result	no_confident_result	0	horn	9
jk10	k9_as_query	BGC0000400_AGM16412-1_4054_mod4_orn	orn	100	orn	orn	3.04201000671488	orn	9
jk10	k9_as_query	BGC0000400_AGM16412-1_4054_mod4_orn	orn	100	orn	orn	3.04201000671488	orn	9
jk10	k9_as_query	BGC0000400_AGM16413-1_2831_mod3_ser	ser	100	ser	ser	2.1530016987384	ser	9
jk10	k9_as_query	BGC0000400_AGM16413-1_2831_mod3_ser	ser	100	ser	ser	2.1530016987384	ser	9
jk10	k9_as_query	BGC0000418_AHF20585-1_481_mod1_dpg	dpg	98.57	no_confident_result	dpg	2.70942979931634	dpg	9
jk10	k9_as_query	BGC0000418_AHF20585-1_481_mod1_dpg	dpg	98.57	no_confident_result	dpg	2.70942979931634	dpg	9
jk10	k9_as_query	BGC0000425_AFH75320-1_1563_mod2_d-pro	d-pro	87.5	no_confident_result	d-pro	0.726552231594588	d-pro	9
jk10	k9_as_query	BGC0000425_AFH75320-1_1563_mod2_d-pro	d-pro	87.5	no_confident_result	d-pro	0.726552231594588	d-pro	9
jk10	k9_as_query	BGC0000425_AFH75322-1_2740_mod3_ile	ile	70.62	no_confident_result	ile	0.205467423157468	ile	9
jk10	k9_as_query	BGC0000425_AFH75322-1_2740_mod3_ile	ile	70.62	no_confident_result	ile	0.205467423157468	ile	9
jk10	k9_as_query	BGC0000426_AGZ03650-1_37_mod1_phe	phe	55.62	no_confident_result	phe	0	phe	9
jk10	k9_as_query	BGC0000426_AGZ03650-1_37_mod1_phe	phe	55.62	no_confident_result	phe	0	phe	9
jk10	k9_as_query	BGC0000439_AHH53506-1_1527_mod2_asp	asp	100	no_confident_result	asp	0.793214173600952	asp	9
jk10	k9_as_query	BGC0000439_AHH53506-1_1527_mod2_asp	asp	100	no_confident_result	asp	0.793214173600952	asp	9
jk10	k9_as_query	BGC0000439_AHH53507-1_2589_mod3_ala	ala	100	ala	ala	0.876608161412898	ala	9
jk10	k9_as_query	BGC0000439_AHH53507-1_2589_mod3_ala	ala	100	ala	ala	0.876608161412898	ala	9
jk10	k9_as_query	BGC0000449_AHF21228-1_3575_mod3_gly	gly	100	no_confident_result	gly	0.90398152162228	gly	9
jk10	k9_as_query	BGC0000449_AHF21228-1_3575_mod3_gly	gly	100	no_confident_result	gly	0.90398152162228	gly	9
jk10	k9_as_query	BGC0000449_AHF21228-1_9291_mod7_dab	dab	100	dab	dab	2.65760000224669	dab	9
jk10	k9_as_query	BGC0000449_AHF21228-1_9291_mod7_dab	dab	100	dab	dab	2.65760000224669	dab	9
jk10	k9_as_query	BGC0000449_AHF21229-1_1387_mod2_ile	ile	100	no_confident_result	ala	1.07394394859603	ala|ile	9
jk10	k9_as_query	BGC0000449_AHF21229-1_1387_mod2_ile	ile	100	no_confident_result	ala	1.07394394859603	ala|ile	9
jk10	k9_as_query	BGC0000456_BAO73252-1_5226_mod4_gln	gln	56.02	no_confident_result	pro	0	gln	9
jk10	k9_as_query	BGC0000456_BAO73252-1_5226_mod4_gln	gln	56.02	no_confident_result	pro	0	gln	9
jk10	k9_as_query	BGC0000463_AGM14933-1_2676_mod3_val	val	97.88	no_confident_result	val	1.0723861322795	d-leu|d-val|leu|val	9
jk10	k9_as_query	BGC0000463_AGM14933-1_2676_mod3_val	val	97.88	no_confident_result	val	1.0723861322795	d-leu|d-val|leu|val	9
jk10	k9_as_query	BGC0000463_AGM14934-1_2646_mod3_gln	gln	77.19	gln	gln	0.392011425418036	gln|leu	9
jk10	k9_as_query	BGC0000463_AGM14934-1_2646_mod3_gln	gln	77.19	gln	gln	0.392011425418036	gln|leu	9
jk10	k9_as_query	BGC0000464_CDG17982-1_1657_mod2_b-ala	b-ala	57.92	no_confident_result	pro	0	b-ala	9
jk10	k9_as_query	BGC0000464_CDG17982-1_1657_mod2_b-ala	b-ala	57.92	no_confident_result	pro	0	b-ala	9
jk10	k9_as_query	BGC0001125_AIW82282-1_2490_mod1_val	val	58.39	no_confident_result	val	0	ile|val	9
jk10	k9_as_query	BGC0001125_AIW82282-1_2490_mod1_val	val	58.39	no_confident_result	val	0	ile|val	9
jk10	k9_as_query	BGC0001166_AGQ43600-1_1838_mod2_ala	ala	88.05	no_confident_result	ala	0.769546458629631	ala	9
jk10	k9_as_query	BGC0001166_AGQ43600-1_1838_mod2_ala	ala	88.05	no_confident_result	ala	0.769546458629631	ala	9
jk10	k9_as_query	BGC0001166_AGQ43600-1_4142_mod4_aeo	aeo	86.49	no_confident_result	aeo	0.51471295974734	aeo	9
jk10	k9_as_query	BGC0001166_AGQ43600-1_4142_mod4_aeo	aeo	86.49	no_confident_result	aeo	0.51471295974734	aeo	9
jk10	k9_as_query	CBG75492_5304_mod5_d-cyclo-horn	d-cyclo-horn	100	no_confident_result	horn	0.759957686206647	d-cyclo-horn|horn	9
jk10	k9_as_query	CBG75492_5304_mod5_d-cyclo-horn	d-cyclo-horn	100	no_confident_result	horn	0.759957686206647	d-cyclo-horn|horn	9
jk10	k9_as_query	CCA29203-1_3604_mod3_gly	gly	41.28	no_confident_result	gly	0	gly	9
jk10	k9_as_query	CCA29203-1_3604_mod3_gly	gly	41.28	no_confident_result	gly	0	gly	9
jk10	k9_as_query	CCJ67637-1_2717_mod3_d-ser	d-ser	85.04	no_confident_result	d-ser	1.98661698669839	d-ser|ser	9
jk10	k9_as_query	CCJ67637-1_2717_mod3_d-ser	d-ser	85.04	no_confident_result	d-ser	1.98661698669839	d-ser|ser	9
jk10	k9_as_query	EFE73308-1_231_mod1_dab|dpr	dab|dpr	100	no_confident_result	cysa	0.852567966447974	cysa|dab|dpr	9
jk10	k9_as_query	EFE73308-1_231_mod1_dab|dpr	dab|dpr	100	no_confident_result	cysa	0.852567966447974	cysa|dab|dpr	9
jk10	k9_as_query	EFE73312-1_4373_mod4_thr	thr	94.57	no_confident_result	no_confident_result	2.16725801324483	athr|deoxy-thr|dhab|dht|ser|thr	9
jk10	k9_as_query	EFE73312-1_4373_mod4_thr	thr	94.57	no_confident_result	no_confident_result	2.16725801324483	athr|deoxy-thr|dhab|dht|ser|thr	9
jk10	k9_as_query	EPE34341-1_3930_mod4_4oh-5oh-hty	4oh-5oh-hty	100	no_confident_result	4oh-5oh-orn	0.772141197464328	4oh-5oh-hty|4oh-5oh-orn	9
jk10	k9_as_query	EPE34341-1_3930_mod4_4oh-5oh-hty	4oh-5oh-hty	100	no_confident_result	4oh-5oh-orn	0.772141197464328	4oh-5oh-hty|4oh-5oh-orn	9
jk10	k9_as_query	EWS95124_9_mod1_gly	gly	62.04	no_confident_result	no_confident_result	0	gly|sar	9
jk10	k9_as_query	EWS95124_9_mod1_gly	gly	62.04	no_confident_result	no_confident_result	0	gly|sar	9
jk10	k9_as_query	O30408_A2-3-_phe	phe	63.3	no_confident_result	tyr	0.0432397689525473	phe	9
jk10	k9_as_query	O30408_A2-3-_phe	phe	63.3	no_confident_result	tyr	0.0432397689525473	phe	9
jk10	k9_as_query	O30408_A3-4-_phe	phe	60.53	no_confident_result	phe	0	phe	9
jk10	k9_as_query	O30408_A3-4-_phe	phe	60.53	no_confident_result	phe	0	phe	9
jk10	k9_as_query	O85168_A3_dab	dab	91.67	no_confident_result	dab	2.60187393904222	dab	9
jk10	k9_as_query	O85168_A3_dab	dab	91.67	no_confident_result	dab	2.60187393904222	dab	9
jk10	k9_as_query	O87314_A2_thr	thr	50.68	no_confident_result	thr	0	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk10	k9_as_query	O87314_A2_thr	thr	50.68	no_confident_result	thr	0	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk10	k9_as_query	O94205_A3_pro	pro	38.64	no_confident_result	his	0	pro	9
jk10	k9_as_query	O94205_A3_pro	pro	38.64	no_confident_result	his	0	pro	9
jk10	k9_as_query	P0C063_A3_orn	orn	97.15	orn	orn	0.834329133961094	orn	9
jk10	k9_as_query	P0C063_A3_orn	orn	97.15	orn	orn	0.834329133961094	orn	9
jk10	k9_as_query	P11454_A1-2-_ser	ser	99.04	ser	ser	0.772080074236638	ser	9
jk10	k9_as_query	P11454_A1-2-_ser	ser	99.04	ser	ser	0.772080074236638	ser	9
jk10	k9_as_query	P25464_A2_cys	cys	81.33	no_confident_result	cys	1.13647606668396	cys	9
jk10	k9_as_query	P25464_A2_cys	cys	81.33	no_confident_result	cys	1.13647606668396	cys	9
jk10	k9_as_query	P39847_A1_glu	glu	94.61	glu	glu	2.11446352741899	glu	9
jk10	k9_as_query	P39847_A1_glu	glu	94.61	glu	glu	2.11446352741899	glu	9
jk10	k9_as_query	P94459_A2_glu	glu	82.44	no_confident_result	no_confident_result	1.04122565948142	gln|glu	9
jk10	k9_as_query	P94459_A2_glu	glu	82.44	no_confident_result	no_confident_result	1.04122565948142	gln|glu	9
jk10	k9_as_query	P94873_A2_cys	cys	66.35	cys	cys	0.0715332154563628	cys	9
jk10	k9_as_query	P94873_A2_cys	cys	66.35	cys	cys	0.0715332154563628	cys	9
jk10	k9_as_query	P94873_A3_val	val	54.1	no_confident_result	val	0	val	9
jk10	k9_as_query	P94873_A3_val	val	54.1	no_confident_result	val	0	val	9
jk10	k9_as_query	Q09164/440169_A11_ala	ala	53.37	no_confident_result	bmt	0	ala	9
jk10	k9_as_query	Q09164/440169_A11_ala	ala	53.37	no_confident_result	bmt	0	ala	9
jk10	k9_as_query	Q09164_A8_leu	leu	61.06	no_confident_result	leu	0	leu	9
jk10	k9_as_query	Q09164_A8_leu	leu	61.06	no_confident_result	leu	0	leu	9
jk10	k9_as_query	Q45295_A2_leu	leu	60.97	no_confident_result	leu	0	leu	9
jk10	k9_as_query	Q45295_A2_leu	leu	60.97	no_confident_result	leu	0	leu	9
jk10	k9_as_query	Q45295_A3_leu	leu	91.63	leu	leu	1.1743824210258	leu	9
jk10	k9_as_query	Q45295_A3_leu	leu	91.63	leu	leu	1.1743824210258	leu	9
jk10	k9_as_query	Q45563_A1-10-_ile	ile	80.76	no_confident_result	ile	0.457248865823406	ile	9
jk10	k9_as_query	Q45563_A1-10-_ile	ile	80.76	no_confident_result	ile	0.457248865823406	ile	9
jk10	k9_as_query	Q56950b_A1_dhb|sal	dhb|sal	100	dhb|sal	dhb|sal	0.831017898739544	dhb|sal	9
jk10	k9_as_query	Q56950b_A1_dhb|sal	dhb|sal	100	dhb|sal	dhb|sal	0.831017898739544	dhb|sal	9
jk10	k9_as_query	Q5DIP4_A4-7-_horn	horn	66.34	no_confident_result	horn	0	horn	9
jk10	k9_as_query	Q5DIP4_A4-7-_horn	horn	66.34	no_confident_result	horn	0	horn	9
jk10	k9_as_query	Q5DIS9_A2-6-_horn	horn	99.62	horn	horn	1.0683298693396	horn	9
jk10	k9_as_query	Q5DIS9_A2-6-_horn	horn	99.62	horn	horn	1.0683298693396	horn	9
jk10	k9_as_query	Q5DIV7_A2_arg	arg	49.05	no_confident_result	gln	0	arg	9
jk10	k9_as_query	Q5DIV7_A2_arg	arg	49.05	no_confident_result	gln	0	arg	9
jk10	k9_as_query	Q5DIV7_A4_horn	horn	99.05	no_confident_result	horn	1.48323700023553	horn	9
jk10	k9_as_query	Q5DIV7_A4_horn	horn	99.05	no_confident_result	horn	1.48323700023553	horn	9
jk10	k9_as_query	Q5DIV8_A1-5-_lys	lys	56.45	no_confident_result	orn	0	lys	9
jk10	k9_as_query	Q5DIV8_A1-5-_lys	lys	56.45	no_confident_result	orn	0	lys	9
jk10	k9_as_query	Q5ZPB0_A1_pip	pip	48.33	no_confident_result	pro	0	pip	9
jk10	k9_as_query	Q5ZPB0_A1_pip	pip	48.33	no_confident_result	pro	0	pip	9
jk10	k9_as_query	Q65NK5_A2_leu	leu	66.08	no_confident_result	leu	0	leu	9
jk10	k9_as_query	Q65NK5_A2_leu	leu	66.08	no_confident_result	leu	0	leu	9
jk10	k9_as_query	Q65NK5_A3_leu	leu	89.84	leu	leu	1.44162324955776	leu	9
jk10	k9_as_query	Q65NK5_A3_leu	leu	89.84	leu	leu	1.44162324955776	leu	9
jk10	k9_as_query	Q70AZ7_A2_hpg|hpg2cl	hpg|hpg2cl	100	no_confident_result	hpg|hpg2cl	3.08265144807328	hpg|hpg2cl	9
jk10	k9_as_query	Q70AZ7_A2_hpg|hpg2cl	hpg|hpg2cl	100	no_confident_result	hpg|hpg2cl	3.08265144807328	hpg|hpg2cl	9
jk10	k9_as_query	Q70JX1_A1_glu	glu	70.81	no_confident_result	glu	0.167383861014701	glu	9
jk10	k9_as_query	Q70JX1_A1_glu	glu	70.81	no_confident_result	glu	0.167383861014701	glu	9
jk10	k9_as_query	Q70JZ8_A1_asn	asn	98.1	no_confident_result	asn	2.22013843502483	asn	9
jk10	k9_as_query	Q70JZ8_A1_asn	asn	98.1	no_confident_result	asn	2.22013843502483	asn	9
jk10	k9_as_query	Q70K00_A1_ser	ser	99.07	ser	ser	1.58406027642319	ser	9
jk10	k9_as_query	Q70K00_A1_ser	ser	99.07	ser	ser	1.58406027642319	ser	9
jk10	k9_as_query	Q7WRQ4_A1-8-_leu	leu	68.87	no_confident_result	leu	0.355617747063081	leu	9
jk10	k9_as_query	Q7WRQ4_A1-8-_leu	leu	68.87	no_confident_result	leu	0.355617747063081	leu	9
jk10	k9_as_query	Q84BQ4_A2-8-_ser	ser	93.32	ser	ser	2.1589224156676	d-ser|ser	9
jk10	k9_as_query	Q84BQ4_A2-8-_ser	ser	93.32	ser	ser	2.1589224156676	d-ser|ser	9
jk10	k9_as_query	Q84BQ5_A2-4-_leu	leu	80.27	no_confident_result	leu	0.425774574810515	d-leu|d-val|leu|val	9
jk10	k9_as_query	Q84BQ5_A2-4-_leu	leu	80.27	no_confident_result	leu	0.425774574810515	d-leu|d-val|leu|val	9
jk10	k9_as_query	Q884E3_A2_ser	ser	89.41	ser	ser	0.659690482712844	ser	9
jk10	k9_as_query	Q884E3_A2_ser	ser	89.41	ser	ser	0.659690482712844	ser	9
jk10	k9_as_query	Q8KLL5_A1-4-_hpg|hpg2cl	hpg|hpg2cl	100	no_confident_result	hpg|hpg2cl	3.19256885934269	hpg|hpg2cl	9
jk10	k9_as_query	Q8KLL5_A1-4-_hpg|hpg2cl	hpg|hpg2cl	100	no_confident_result	hpg|hpg2cl	3.19256885934269	hpg|hpg2cl	9
jk10	k9_as_query	Q8NJX1_A4_val	val	59.96	no_confident_result	no_confident_result	0	val	9
jk10	k9_as_query	Q8NJX1_A4_val	val	59.96	no_confident_result	no_confident_result	0	val	9
jk10	k9_as_query	Q939Y2_A1-8-_bht|tyr	bht|tyr	54.36	no_confident_result	trp	0	bht|tyr	9
jk10	k9_as_query	Q939Y2_A1-8-_bht|tyr	bht|tyr	54.36	no_confident_result	trp	0	bht|tyr	9
jk10	k9_as_query	Q939Z0_A1-4-_hpg|hpg2cl	hpg|hpg2cl	86.51	no_confident_result	hpg|hpg2cl	2.79288783999228	hpg|hpg2cl	9
jk10	k9_as_query	Q939Z0_A1-4-_hpg|hpg2cl	hpg|hpg2cl	86.51	no_confident_result	hpg|hpg2cl	2.79288783999228	hpg|hpg2cl	9
jk10	k9_as_query	Q93I54v2_A2_ser	ser	100	ser	ser	2.10136654604328	ser	9
jk10	k9_as_query	Q93I54v2_A2_ser	ser	100	ser	ser	2.10136654604328	ser	9
jk10	k9_as_query	Q9F638/11127897_A_dhb	dhb	71.51	dhb|sal	dhb|sal	0.141475864110014	dhb|sal	9
jk10	k9_as_query	Q9F638/11127897_A_dhb	dhb	71.51	dhb|sal	dhb|sal	0.141475864110014	dhb|sal	9
jk10	k9_as_query	Q9FB18_A1_b-ala	b-ala	40.99	no_confident_result	no_confident_result	0	no_call	0
jk10	k9_as_query	Q9FB18_A1_b-ala	b-ala	40.99	no_confident_result	no_confident_result	0	no_call	0
jk10	k9_as_query	Q9FDB3_A4-4-_val	val	72.25	no_confident_result	val	0.479690513274457	d-val|leu|val	9
jk10	k9_as_query	Q9FDB3_A4-4-_val	val	72.25	no_confident_result	val	0.479690513274457	d-val|leu|val	9
jk10	k9_as_query	Q9K5M1_A4-6-_tyr	tyr	73.9	phe	phe	0	tyr	9
jk10	k9_as_query	Q9K5M1_A4-6-_tyr	tyr	73.9	phe	phe	0	tyr	9
jk10	k9_as_query	Q9KID8v2_A1_pip	pip	100	no_confident_result	pip	1.36516897041351	pip	9
jk10	k9_as_query	Q9KID8v2_A1_pip	pip	100	no_confident_result	pip	1.36516897041351	pip	9
jk10	k9_as_query	Q9RAH2_A3_asn	asn	58.43	no_confident_result	no_confident_result	0	asn|gln	9
jk10	k9_as_query	Q9RAH2_A3_asn	asn	58.43	no_confident_result	no_confident_result	0	asn|gln	9
jk10	k9_as_query	Q9RLP6v1_A2_thr	thr	100	no_confident_result	thr	0.867169644751388	thr	9
jk10	k9_as_query	Q9RLP6v1_A2_thr	thr	100	no_confident_result	thr	0.867169644751388	thr	9
jk10	k9_as_query	Q9RLP6v1_A3_ala	ala	100	no_confident_result	ala	1.20422354417997	ala	9
jk10	k9_as_query	Q9RLP6v1_A3_ala	ala	100	no_confident_result	ala	1.20422354417997	ala	9
jk10	k9_as_query	Q9Z4X5_A2_gly	gly	100	gly	gly	0.847516214278378	gly	9
jk10	k9_as_query	Q9Z4X5_A2_gly	gly	100	gly	gly	0.847516214278378	gly	9
jk10	k9_as_query	XP_002568558-1_227_mod1_trp	trp	39.88	no_confident_result	his	0	trp	9
jk10	k9_as_query	XP_002568558-1_227_mod1_trp	trp	39.88	no_confident_result	his	0	trp	9
jk10	k9_as_query	YP_116976-1_488_mod1_lys	lys	51.38	no_confident_result	lys	0	lys	9
jk10	k9_as_query	YP_116976-1_488_mod1_lys	lys	51.38	no_confident_result	lys	0	lys	9
jk10	k9_as_query	YP_631961-1_9179_mod6_ser	ser	92.5	no_confident_result	ser	1.50204723578256	dpr|ser	9
jk10	k9_as_query	YP_631961-1_9179_mod6_ser	ser	92.5	no_confident_result	ser	1.50204723578256	dpr|ser	9
jk10	k9_as_query	ZP_10287805-1_544_mod1_d-asn	d-asn	100	no_confident_result	asn	2.64832780684366	asn|d-asn	9
jk10	k9_as_query	ZP_10287805-1_544_mod1_d-asn	d-asn	100	no_confident_result	asn	2.64832780684366	asn|d-asn	9
jk2	k10_as_query	AEI70245-1_1510_mod2_thr	thr	72.08	athr|thr	athr|thr	0.238946872369899	athr|deoxy-thr|dhab|dht|ser|thr	9
jk2	k10_as_query	AEI70245-1_1510_mod2_thr	thr	72.08	athr|thr	athr|thr	0.238946872369899	athr|deoxy-thr|dhab|dht|ser|thr	9
jk2	k10_as_query	AEI70245-1_445_mod1_ala	ala	60.25	no_confident_result	gly	0	ala	9
jk2	k10_as_query	AEI70245-1_445_mod1_ala	ala	60.25	no_confident_result	gly	0	ala	9
jk2	k10_as_query	AFZ61501-1_1515_mod2_glu	glu	73.06	no_confident_result	glu	0.532523011563743	glu	9
jk2	k10_as_query	AFZ61501-1_1515_mod2_glu	glu	73.06	no_confident_result	glu	0.532523011563743	glu	9
jk2	k10_as_query	AFZ61525-1_3733_mod4_ser	ser	88.89	ser	ser	2.28465440435694	d-ser|ser	9
jk2	k10_as_query	AFZ61525-1_3733_mod4_ser	ser	88.89	ser	ser	2.28465440435694	d-ser|ser	9
jk2	k10_as_query	AGM16413-1_1312_mod2_lys	lys	100	no_confident_result	lys	3.03730171098572	lys	9
jk2	k10_as_query	AGM16413-1_1312_mod2_lys	lys	100	no_confident_result	lys	3.03730171098572	lys	9
jk2	k10_as_query	AGM16413-1_4358_mod4_ile	ile	100	ile	ile	1.74203529113828	ile	9
jk2	k10_as_query	AGM16413-1_4358_mod4_ile	ile	100	ile	ile	1.74203529113828	ile	9
jk2	k10_as_query	AHF21228-1_12993_mod10_glu	glu	100	glu	glu	0.735834938026852	glu	9
jk2	k10_as_query	AHF21228-1_12993_mod10_glu	glu	100	glu	glu	0.735834938026852	glu	9
jk2	k10_as_query	AHF21228-1_2025_mod2_dab	dab	100	no_confident_result	dab	3.02400157052206	dab	9
jk2	k10_as_query	AHF21228-1_2025_mod2_dab	dab	100	no_confident_result	dab	3.02400157052206	dab	9
jk2	k10_as_query	AHF21229-1_1387_mod3_ala	ala	100	no_confident_result	ile	0.759484303601189	ala|ile	9
jk2	k10_as_query	AHF21229-1_1387_mod3_ala	ala	100	no_confident_result	ile	0.759484303601189	ala|ile	9
jk2	k10_as_query	AHZ20773-1_2017_mod2_tyr	tyr	100	no_confident_result	tyr	0.81380741139569	tyr	9
jk2	k10_as_query	AHZ20773-1_2017_mod2_tyr	tyr	100	no_confident_result	tyr	0.81380741139569	tyr	9
jk2	k10_as_query	AHZ34232-1_1547_mod2_leu	leu	73	no_confident_result	val	0.587073151781978	leu	9
jk2	k10_as_query	AHZ34232-1_1547_mod2_leu	leu	73	no_confident_result	val	0.587073151781978	leu	9
jk2	k10_as_query	AHZ34233-1_3643_mod4_leu	leu	94.98	leu	leu	1.25093087848353	d-leu|d-val|leu|val	9
jk2	k10_as_query	AHZ34233-1_3643_mod4_leu	leu	94.98	leu	leu	1.25093087848353	d-leu|d-val|leu|val	9
jk2	k10_as_query	BAH22763-1_488_mod1_thr	thr	66.21	thr	thr	0.161866441594647	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk2	k10_as_query	BAH22763-1_488_mod1_thr	thr	66.21	thr	thr	0.161866441594647	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk2	k10_as_query	BGC0000292_XP_001212648-1_529_mod1_phe	phe	38.53	no_confident_result	ala	0	phe	9
jk2	k10_as_query	BGC0000292_XP_001212648-1_529_mod1_phe	phe	38.53	no_confident_result	ala	0	phe	9
jk2	k10_as_query	BGC0000314_WP_010369430-1_2041_mod2_ile	ile	42.12	no_confident_result	val	0	d-leu|ile	9
jk2	k10_as_query	BGC0000314_WP_010369430-1_2041_mod2_ile	ile	42.12	no_confident_result	val	0	d-leu|ile	9
jk2	k10_as_query	BGC0000369_AHZ20773-1_478_mod1_thr	thr	100	thr	thr	0.768855150687012	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk2	k10_as_query	BGC0000369_AHZ20773-1_478_mod1_thr	thr	100	thr	thr	0.768855150687012	athr|bmt|d-athr|d-thr|dhab|dhabu|dht|nme-thr|thr	9
jk2	k10_as_query	BGC0000371_BAH31686-1_1984_mod2_ser	ser	56.65	no_confident_result	ser	0	ser	9
jk2	k10_as_query	BGC0000371_BAH31686-1_1984_mod2_ser	ser	56.65	no_confident_result	ser	0	ser	9
jk2	k10_as_query	BGC0000376_BAP16697-1_524_mod1_d-ala	d-ala	42.26	no_confident_result	gly	0	d-ala	9
jk2	k10_as_query	BGC0000376_BAP16697-1_524_mod1_d-ala	d-ala	42.26	no_confident_result	gly	0	d-ala	9
jk2	k10_as_query	BGC0000398_AFH75328-1_482_mod1_leu	leu	72.5	no_confident_result	no_confident_result	0	d-leu|d-val|leu|val	9
jk2	k10_as_query	BGC0000398_AFH75328-1_482_mod1_leu	leu	72.5	no_confident_result	no_confident_result	0	d-leu|d-val|leu|val	9
jk2	k10_as_query	BGC0000398_AFH75330-1_3756_mod4_val	val	80.67	no_confident_result	val	0.287614687479314	val	9
jk2	k10_as_query	BGC0000398_AFH75330-1_3756_mod4_val	val	80.67	no_confident_result	val	0.287614687479314	val	9
jk2	k10_as_query	BGC0000400_AGM16414-1_277_mod1_val	val	100	no_confident_result	val	3.26073575892448	ile|val	9
jk2	k10_as_query	BGC0000400_AGM16414-1_277_mod1_val	val	100	no_confident_result	val	3.26073575892448	ile|val	9
jk2	k10_as_query	BGC0000425_AFH75321-1_3778_mod4_d-leu	d-leu	96.87	d-gln	d-gln	1.37276153047853	d-gln|d-leu|gln	9
jk2	k10_as_query	BGC0000425_AFH75321-1_3778_mod4_d-leu	d-leu	96.87	d-gln	d-gln	1.37276153047853	d-gln|d-leu|gln	9
jk2	k10_as_query	BGC0000425_AFH75321-1_5900_mod6_val	val	83.4	no_confident_result	d-val	1.633970289096	d-val|leu|val	9
jk2	k10_as_query	BGC0000425_AFH75321-1_5900_mod6_val	val	83.4	no_confident_result	d-val	1.633970289096	d-val|leu|val	9
jk2	k10_as_query	BGC0000431_EFE73313-1_484_mod1_ser	ser	100	ser	ser	2.75871633244512	dpr|ser	9
jk2	k10_as_query	BGC0000431_EFE73313-1_484_mod1_ser	ser	100	ser	ser	2.75871633244512	dpr|ser	9
jk2	k10_as_query	BGC0000439_AHH53506-1_475_mod1_trp	trp	100	trp	trp	0.859231937751496	trp	9
jk2	k10_as_query	BGC0000439_AHH53506-1_475_mod1_trp	trp	100	trp	trp	0.859231937751496	trp	9
jk2	k10_as_query	BGC0000449_AHF21228-1_8208_mod6_ser	ser	100	no_confident_result	ser	2.59414800955728	ser	9
jk2	k10_as_query	BGC0000449_AHF21228-1_8208_mod6_ser	ser	100	no_confident_result	ser	2.59414800955728	ser	9
jk2	k10_as_query	BGC0000456_BAO73252-1_6319_mod5_tyr	tyr	57.14	no_confident_result	ala	0	tyr	9
jk2	k10_as_query	BGC0000456_BAO73252-1_6319_mod5_tyr	tyr	57.14	no_confident_result	ala	0	tyr	9
jk2	k10_as_query	BGC0000456_BAO73252-1_996_mod1_athr|ser	athr|ser	57.26	no_confident_result	ala	0	athr|ser	9
jk2	k10_as_query	BGC0000456_BAO73252-1_996_mod1_athr|ser	athr|ser	57.26	no_confident_result	ala	0	athr|ser	9
jk2	k10_as_query	BGC0000463_AGM14934-1_3713_mod4_ile|val	ile|val	69.3	no_confident_result	val	0	ile|val	9
jk2	k10_as_query	BGC0000463_AGM14934-1_3713_mod4_ile|val	ile|val	69.3	no_confident_result	val	0	ile|val	9
jk2	k10_as_query	BGC0000464_CDG17982-1_3820_mod4_leu	leu	89.63	leu	leu	2.0683793342036	leu|val	9
jk2	k10_as_query	BGC0000464_CDG17982-1_3820_mod4_leu	leu	89.63	leu	leu	2.0683793342036	leu|val	9
jk2	k10_as_query	BGC0001019_AHB82069-1_1590_mod1_asn	asn	46.61	no_confident_result	asn	0	asn	9
jk2	k10_as_query	BGC0001019_AHB82069-1_1590_mod1_asn	asn	46.61	no_confident_result	asn	0	asn	9
jk2	k10_as_query	BGC0001035_EPE34341-1_1766_mod2_3oh-gln	3oh-gln	100	no_confident_result	thr	0.74643933590783	3oh-gln|thr	9
jk2	k10_as_query	BGC0001035_EPE34341-1_1766_mod2_3oh-gln	3oh-gln	100	no_confident_result	thr	0.74643933590783	3oh-gln|thr	9
jk2	k10_as_query	BGC0001125_AIW82284-1_1365_mod2_asn	asn	83.66	no_confident_result	asn|gln	0.981756882155261	asn|gln	9
jk2	k10_as_query	BGC0001125_AIW82284-1_1365_mod2_asn	asn	83.66	no_confident_result	asn|gln	0.981756882155261	asn|gln	9
jk2	k10_as_query	BGC0001166_AGQ43600-1_2990_mod3_d-ala	d-ala	84.36	no_confident_result	ala	0.745192634194748	ala|d-ala	9
